university,discipline,seminar_name,seminar_link
University of Connecticut,Physics,"Particle, Astrophysics, and Nuclear Physics Seminar",https://events.uconn.edu/physics-department/month/date/20230901
University of Delaware,Physics,Colloquium,https://www.physics.udel.edu/events/colloquia
University of Delaware,Physics,Astronomy Seminar,https://www.physics.udel.edu/events/seminar
University of Delaware,Physics,Particle Physics Seminar,https://www.physics.udel.edu/events/seminar
University of Delaware,Physics,AMO Seminar,https://www.physics.udel.edu/events/seminar
University of Delaware,Physics,CMP Seminar,https://www.physics.udel.edu/events/seminar
University of Delaware,Physics,Fluids and Plasma Seminar,https://www.physics.udel.edu/events/seminar
University of Delaware,Physics,Vernon Lecture,https://www.physics.udel.edu/events/outreach
University of Denver,Physics,Colloquia and Seminars,https://science.du.edu/physics/colloquia-and-seminars
University of Florida,Physics,Physics Colloquium,https://www.phys.ufl.edu/colloquium/index.html
University of Florida,Physics,Astrophysics Seminars,https://www.phys.ufl.edu/astroseminar/
University of Florida,Physics,High Energy Seminar,https://www.phys.ufl.edu/hepseminars/index_2023Fall
University of Florida,Physics,Condensed Matter/Biophysics Seminar,https://www.phys.ufl.edu/cmseminar/
University of Georgia,Physics,Department of Physics & Astronomy Colloquium Event,https://www.physast.uga.edu/events/content/2023/department-physics-astronomy-colloquium-event
University of Hawaii at Manoa,Physics,UHM Physics Department Colloquia,https://indico.phys.hawaii.edu/category/6/
University of Houston,Physics,Physics Colloquium,https://uh.edu/nsm/physics/news-events/colloquium/
University of Illinois Chicago,Physics,Biophysics Seminar,https://phys.uic.edu/our-events/?event_month=08&event_day=1&event_year=2023
University of Illinois Chicago,Physics,Condensed Matter Seminar,https://phys.uic.edu/our-events/?event_month=08&event_day=1&event_year=2023
University of Illinois Chicago,Physics,High Energy Seminar,https://phys.uic.edu/our-events/?event_month=08&event_day=1&event_year=2023
University of Illinois Chicago,Physics,Physics Seminar,https://phys.uic.edu/our-events/?event_month=08&event_day=1&event_year=2023
University of Illinois Urbana-Champaign,Physics,Physics Colloquium,https://physics.illinois.edu/calendar/colloquium
University of Illinois Urbana-Champaign,Physics,Anthony J. Leggett Institute for Condensed Matter Physics Seminar,https://physics.illinois.edu/calendar/seminars/1954
University of Illinois Urbana-Champaign,Physics,Nuclear Physics Seminar,https://physics.illinois.edu/calendar/seminars/7296
University of Illinois Urbana-Champaign,Physics,Biological Physics/iPoLS/STC-QCB Seminar,https://physics.illinois.edu/calendar/seminars/5949
University of Illinois Urbana-Champaign,Physics,Theoretical Biophysics Seminar,https://physics.illinois.edu/calendar/seminars/1955
University of Illinois Urbana-Champaign,Physics,IQUIST Seminar,https://physics.illinois.edu/calendar/seminars/1958
University of Illinois Urbana-Champaign,Physics,Astronomy Colloquium and Seminars,https://physics.illinois.edu/calendar/seminars/2054
University of Illinois Urbana-Champaign,Physics,"Astrophysics, Relativity and Cosmology Seminar",https://physics.illinois.edu/calendar/seminars/1962
University of Illinois Urbana-Champaign,Physics,Mathematical and Theoretical Physics Seminar,https://physics.illinois.edu/calendar/seminars/1963
University of Illinois Urbana-Champaign,Physics,High Energy Physics Seminar,https://physics.illinois.edu/calendar/seminars/5068
University of Illinois Urbana-Champaign,Physics,Condensed Matter Seminar,https://physics.illinois.edu/calendar/seminars/1964
University of Iowa,Physics,Seminars,https://events.uiowa.edu/?d=20230821&f=337
University of Kansas,Physics,Physics Colloquia,https://physics.ku.edu/colloquia-archive
University of Kansas,Physics,Condensed Matter Physics Seminar,https://physics.ku.edu/condensed-matter-physics-seminar
University of Kansas,Physics,Astro Seminar,https://physics.ku.edu/astro-seminar
University of Kentucky,Physics,Physics Colloquia,https://pa.as.uky.edu/event-archive/type/4272
University of Kentucky,Physics,Theory Seminars,https://pa.as.uky.edu/event-archive/type/5587
University of Kentucky,Physics,Condensed Matter Physics Seminar,https://pa.as.uky.edu/event-archive/type/4227
University of Kentucky,Physics,String Seminars,https://pa.as.uky.edu/event-archive/type/11903
University of Kentucky,Physics,Nuclear Seminar,https://pa.as.uky.edu/event-archive/type/5407
University of Kentucky,Physics,Astro Seminar,https://pa.as.uky.edu/event-archive/type/5326
University of Louisiana at Lafayette,Physics,Physics Seminar,https://physics.louisiana.edu/node/77
University of Louisville,Physics,Physics Colloquium,https://louisville.edu/physics/events/copy_of_physics-colloquium
University of Maine,Physics,Physics Colloquium,https://physics.umaine.edu/past-colloquia/
"University of Maryland, Baltimore County",Physics,Physics Colloquium,https://physics.umbc.edu/colloquium-schedule/colloquium-archive/colloquium-schedule-fall-2023/
"University of Maryland, Baltimore County",Physics,Topical Seminar,https://physics.umbc.edu/colloquium-schedule/colloquium-archive/topical-seminars-fall-2023/
"University of Maryland, College Park",Physics,QuLCS Seminar,https://umdphysics.umd.edu/events/calendar.html#year=2023&month=8&day=1&view=month
"University of Maryland, College Park",Physics,JQI Seminar,https://umdphysics.umd.edu/events/calendar.html#year=2023&month=8&day=1&view=month
"University of Maryland, College Park",Physics,Plasma Physics,https://umdphysics.umd.edu/events/calendar.html#year=2023&month=8&day=1&view=month
"University of Maryland, College Park",Physics,Geometry/Physics,https://umdphysics.umd.edu/events/calendar.html#year=2023&month=8&day=1&view=month
"University of Maryland, College Park",Physics,Quantum Seminar,https://umdphysics.umd.edu/events/calendar.html#year=2023&month=8&day=1&view=month
"University of Maryland, College Park",Physics,Nuclear Theory Seminar,https://umdphysics.umd.edu/events/calendar.html#year=2023&month=8&day=1&view=month
"University of Maryland, College Park",Physics,Physics Colloquium,https://umdphysics.umd.edu/events/calendar.html#year=2023&month=8&day=1&view=month
University of Memphis,Physics,Physics and Materials Science Seminars,https://www.memphis.edu/physics/seminars/seminars/fall2023.php
University of Miami,Physics,Colloqium,https://physics.as.miami.edu/events/colloquium/index.html
University of Miami,Physics,Seminars,https://physics.as.miami.edu/events/seminars/index.html
University of Michigan,Physics,Department Colloquia,https://lsa.umich.edu/physics/news-events/seminars-colloquia/department-colloquia.html#date=2023-11-07&view=month
University of Michigan,Physics,Astronomy Colloquia,https://lsa.umich.edu/physics/news-events/seminars-colloquia/astronomy-colloquia.html
University of Michigan,Physics,Department of Astronomy DEI Series,https://lsa.umich.edu/physics/news-events/seminars-colloquia/astronomy-colloquia.html
University of Michigan,Physics,HEP (High Energy Physics) - Astro Seminars,https://lsa.umich.edu/physics/news-events/seminars-colloquia/hep-astro-seminars.html#date=2023-11-22&view=month
University of Michigan,Physics,Biophysics,https://lsa.umich.edu/physics/news-events/seminars-colloquia/biophysics-seminars.html#date=2023-12-07&view=month
University of Michigan,Physics,"CM - AMO (Condensed Matter and Atomic, Molecular, and Optical Physics) Seminars",https://lsa.umich.edu/physics/news-events/seminars-colloquia/biophysics-seminars.html#date=2023-12-07&view=month
University of Michigan,Physics,Interdisciplinary QC/CM Seminars,https://lsa.umich.edu/physics/news-events/seminars-colloquia/interdisciplinary-qc-cm-seminars.html#view=month
University of Michigan,Physics,Complex Systems,https://lsa.umich.edu/physics/news-events/seminars-colloquia/complex-systems.html#view=month
University of Michigan,Physics,HET (High-Energy Transformation) Brown Bag Series,https://lsa.umich.edu/physics/news-events/seminars-colloquia/het-brown-bag-series.html#date=2023-12-10&view=month
University of Michigan,Physics,HET (High-Energy Transformation) Seminars,https://lsa.umich.edu/physics/news-events/seminars-colloquia/het-seminars.html#view=month
University of Michigan,Physics,Saturday Morning Physics,https://lsa.umich.edu/physics/news-events/seminars-colloquia/saturday-morning-physics#q=&filter=&tags=&v=&start=08/16/2023&end=12/18/2023&page=1&time=1710085332345
University of Minnesota,Physics,Physics and Astronomy Colloquia,https://cse.umn.edu/physics/physics-and-astronomy-colloquium
University of Minnesota,Physics,Astrophysics Seminar,https://cse.umn.edu/physics/minnesota-institute-astrophysics-mifa-colloquium
University of Minnesota,Physics,Cosmology Lunch Seminar,https://cse.umn.edu/physics/cosmology-cosmo-lunch-seminar
University of Minnesota,Physics,Space Physics Seminar,https://cse.umn.edu/physics/space-physics-seminar
University of Mississippi,Physics,Seminars/Colloquia,https://www.phy.olemiss.edu/Colloquia/2324fall.html
University of Missouri,Physics,O.M. Stewart Colloquium,https://physics.missouri.edu/events/colloquium
University of Missouri,Physics,CM/BIO/ECE (Condensed Matter/Biological Physics/Electrical and Computer Engineering) Seminars,https://physics.missouri.edu/events/seminars
University of Missouri,Physics,Astrophysics/Relativity Seminars,https://physics.missouri.edu/events/astrophysics-relativity
University of Nebraska–Lincoln,Physics,Colloquia,https://www.unl.edu/physics/2023-2024-colloquia-schedule
"University of Nevada, Las Vegas",Physics,Forum,https://www.physics.unlv.edu/schedules/forums-past/forum-F23.html
University of New Hampshire,Physics,Colloquium,https://calendar.unh.edu/MasterCalendar.aspx?data=Ai6R2a1/4RW7GX8Xe7YHmR48G5orkCD5EFjQ%2BxPlIB7dIkz30s8vKWd1zE2vtOBLOciK3rnVLP7s942u0WcUjCRDNe7S3jz6%2BDx3Cz22eyBq0n0jrQOeg4V9LHXQI/YB5thnK/UwIvORcqLbuEcv%2ByRixD1y9Mlk3R35/3fubOS6tA16pQzyIfTVimNkIDbPjh6un6Xj5gWSN2Qr9oDPx1xhxPuta%2BXGdEQoKbJYv9X6Lmm8RZOXDW8dnvRoOWWUF6TM1mgxpd1wkM1F01rE4g%3D%3D
University of New Mexico,Physics,Physics and Astronomy Colloquium,https://physics.unm.edu/pandaweb/events/index.php?display=series&series_id=6
University of New Mexico,Physics,Center for Astrophysics Research and Technologies Seminar Series,https://physics.unm.edu/pandaweb/events/index.php?display=series&series_id=4
University of New Mexico,Physics,Center for Quantum Information and Control Seminars,https://physics.unm.edu/pandaweb/events/index.php?display=series&series_id=2
University of New Mexico,Physics,"Nuclear, Particle, Astroparticle and Cosmology (NUPAC) Seminars",https://physics.unm.edu/pandaweb/events/index.php?display=series&series_id=5
University of North Carolina at Chapel Hill,Physics,Physics Colloquium,https://physics.unc.edu/seminars/colloquia/
University of North Texas,Physics,Colloquia,https://physics.unt.edu/events/categories/colloquia-seminars/archives
University of Notre Dame,Physics,Physics Colloquium,https://physics.nd.edu/news-events/events/calendar/colloquia/
University of Notre Dame,Physics,Astrophysics Seminar,https://physics.nd.edu/news-events/events/calendar/astrophysics-seminar/
University of Notre Dame,Physics,Biophysics Seminar,https://physics.nd.edu/news-events/events/calendar/biophysics-seminars/past/
University of Notre Dame,Physics,Condensed Matter Seminar,https://physics.nd.edu/news-events/events/calendar/condensed-matter-seminar/
University of Notre Dame,Physics,Nuclear Physics Seminar,https://physics.nd.edu/news-events/events/calendar/nuclear-seminar/
University of Notre Dame,Physics,Particle Physics Seminar,https://physics.nd.edu/news-events/events/calendar/particle-physics-seminar/
University of Oklahoma,Physics,Physics and Astronomy Colloquium,https://ou.edu/cas/physics-astronomy/news-events/colloquium
University of Oregon,Physics,Physics Colloquium,https://naturalsciences.uoregon.edu/physics/research/physics-colloquium
University of Pittsburgh,Physics,CMU-Pitt Colloquium,https://www.physicsandastronomy.pitt.edu/events
University of Pittsburgh,Physics,Pittsburgh Quantum Institute Distinguished Seminars in Quantum Science and Engineering,#N/A
University of Pittsburgh,Physics,HEP Seminar,#N/A
University of Rochester,Physics,Physics and Astronomy Colloquia,https://www.pas.rochester.edu/news-events/events/colloquia/index.html
University of Rochester,Physics,Astronomy/Astrophysics Seminar,#N/A
University of Rochester,Physics,Quantum Optics Seminar,#N/A
University of South Carolina,Physics,Colloquia,https://sc.edu/study/colleges_schools/artsandsciences/physics_and_astronomy/research/seminarsandcolloquia/colloquia/index.php
University of Southern California,Physics,Department Colloquia,https://dornsife.usc.edu/physics/colloquia/department-colloquium/
University of Southern California,Physics,Condensed Matter / Quantum Information Seminar,#N/A
University of Southern California,Physics,High Energy Physics Seminar Series,#N/A
University of Southern Mississippi,Physics,Department of Physics and Astronomy Seminars/Colloquia,https://www.phy.olemiss.edu/Colloquia/2324fall.html
University of Tennessee,Physics,Colloquium,http://www.phys.utk.edu/archives/colloquium/colloquium-fall-2023.html
University of Texas at Arlington,Physics,Colloquium Series,https://www.uta.edu/academics/schools-colleges/science/departments/physics/events
