database_name,database_university,database_race,database_gender,database_title,database_discipline,database_research,matched,num_matches,speaker_name,speaker_university,speaker_race_identified,seminar_university,seminar_discipline,seminar_condition,seminar_date,semester
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Yuming Paul Zhang,Auburn University,asian,Auburn University,Mathematics,control,3/5/2025,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Rosna Paul,Graz University of Technology,asian,"Graduate Center, CUNY",Mathematics,treatment,11/22/2024,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paula Burkhardt-Guim,Stony Brook University,white,"Graduate Center, CUNY",Mathematics,treatment,10/17/2024 0:00,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Duncan,Indiana University Bloomington,white,Indiana University Bloomington,Mathematics,treatment,9/5/2024,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Duncan,Indiana University Bloomington,white,Indiana University Bloomington,Mathematics,treatment,9/5/2024,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Kirk,Indiana University,white,Indiana University Bloomington,Mathematics,treatment,10/2/2024,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Zhang,Auburn University,asian,Michigan State University,Mathematics,control,9/19/2024,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paula Burkhardt-Guim,Stony Brook University,white,Michigan State University,Mathematics,control,11/22/2024,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Hagelstein,Baylor University,white,North Dakota State University,Mathematics,treatment,5/8/2025,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Jean-Paul Brasselet,INVALID,white,Northeastern University,Mathematics,treatment,11/12/2024 0:00,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Hacking,University of Massachusetts Amherst,white,Northwestern University,Mathematics,treatment,5/21/2025,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Hacking,University of Massachusetts Amherst,white,Northwestern University,Mathematics,treatment,5/21/2025,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Hacking,University of Massachusetts Amherst,white,Northwestern University,Mathematics,treatment,5/22/2025,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Hacking,University of Massachusetts Amherst,white,Northwestern University,Mathematics,treatment,5/22/2025,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Hacking,University of Massachusetts Amherst,white,Northwestern University,Mathematics,treatment,5/22/2025,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Hacking,University of Massachusetts Amherst,white,Northwestern University,Mathematics,treatment,5/22/2025,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Duncan,Indiana University,white,Ohio State University,Mathematics,treatment,9/26/2024 0:00,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Duncan,Indiana University,white,Ohio State University,Mathematics,treatment,9/26/2024 0:00,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Fili,Oklahoma State University,white,Oklahoma State University-Stillwater,Mathematics,control,2024-10-03,Spring
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Milewski,University of Wisconsin-Madison,white,Pennsylvania State University,Mathematics,control,2/13/2025,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Milewski,University of Wisconsin-Madison,white,Pennsylvania State University,Mathematics,control,2/13/2025,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Hacking,University of Massachusetts Amherst,white,Princeton University,Mathematics,control,11/19/2024 0:00,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Hacking,University of Massachusetts Amherst,white,Princeton University,Mathematics,control,11/19/2024 0:00,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Feehan,Rutgers University,white,Princeton University,Mathematics,control,3/20/2025,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Plucinsky,University of Southern California,white,Rutgers University-New Brunswick,Mathematics,control,10/28/2024,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Nelson,Institute for Advanced Study,white,Stanford University,Mathematics,treatment,2024-11-01 00:00:00,Spring
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paula Burkhardt-Guim,Stony Brook University,white,Stony Brook University,Mathematics,control,2/11/2025,Spring
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Simanjuntak,Texas A&M University,,Texas A&M University,Mathematics,treatment,8/29/2024 0:00,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Simanjuntak,Texas A&M University,,Texas A&M University,Mathematics,treatment,9/5/2024 0:00,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Hovland,ORG: Argonne National Laboratory,white,University of Arizona,Mathematics,treatment,2024-11-01 00:00:00,Spring
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Stocker,University of Vienna,white,University of Arizona,Mathematics,treatment,2/25/2025,Spring
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Sean Paul,University of Wisconsin,black,"University of California, Irvine",Mathematics,control,2024-10-01,Spring
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul hager,University of Vienna,white,"University of California, Los Angeles",Mathematics,control,10/17/2024 0:00,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Apisa,University of Wisconsin,white,"University of California, San Diego",Mathematics,treatment,2/20/2025,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Carter,"University of California, Irvine",white,"University of California, Santa Barbara",Mathematics,control,2025-01-31,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Sabrina Pauli,Technische Universität Darmstadt,white,University of Colorado Boulder,Mathematics,control,2024-08-20,Spring
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Vern Paulsen,University of Waterloo,white,University of Delaware,Mathematics,treatment,4/22/2025,Spring
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paula Diaconescu,"University of California, Los Angeles",white,University of Delaware,Mathematics,treatment,11/18/2024 0:00,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paula Diaconescu,"University of California, Los Angeles",white,University of Delaware,Mathematics,treatment,11/18/2024 0:00,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Vern Paulsen,University of Waterloo,white,University of Delaware,Mathematics,treatment,4/24/2025,Spring
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Sobaje,Georgia Southern University,white,University of Georgia,Mathematics,treatment,4/14/2025,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Sobaje,Georgia Southern University,white,University of Georgia,Mathematics,treatment,4/14/2025,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Sobaje,,white,University of Georgia,Mathematics,treatment,4/14/2025,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Sobaje,,white,University of Georgia,Mathematics,treatment,4/14/2025,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Pollack,,white,University of Georgia,Mathematics,treatment,2/17/2025,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Muhly,University of Iowa,white,University of Iowa,Mathematics,control,4/9/2025,Spring
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Hacking,University of Massachusetts Amherst,white,University of Massachusetts Amherst,Mathematics,control,2025-03-28,Spring
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Hacking,University of Massachusetts Amherst,white,University of Massachusetts Amherst,Mathematics,control,2025-03-28,Spring
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Hacking,INVALID,white,University of Massachusetts Amherst,Mathematics,control,2024-09-19,Spring
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Hacking,INVALID,white,University of Massachusetts Amherst,Mathematics,control,2024-09-19,Spring
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Hacking,INVALID,white,University of Massachusetts Amherst,Mathematics,control,2024-10-10 00:00:00,Spring
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Hacking,INVALID,white,University of Massachusetts Amherst,Mathematics,control,2024-10-10 00:00:00,Spring
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Hacking,INVALID,white,University of Massachusetts Amherst,Mathematics,control,2024-10-17 00:00:00,Spring
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Hacking,INVALID,white,University of Massachusetts Amherst,Mathematics,control,2024-10-17 00:00:00,Spring
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Hacking,University of Massachusetts Amherst,white,University of Massachusetts Amherst,Mathematics,control,2/25/2025,Spring
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Hacking,University of Massachusetts Amherst,white,University of Massachusetts Amherst,Mathematics,control,2/25/2025,Spring
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Hacking,University of Massachusetts Amherst,white,University of Massachusetts Amherst,Mathematics,control,3/4/2025,Spring
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Hacking,University of Massachusetts Amherst,white,University of Massachusetts Amherst,Mathematics,control,3/4/2025,Spring
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Hacking,University of Massachusetts Amherst,white,University of Michigan,Mathematics,treatment,2024-11-13 00:00:00,Spring
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Hacking,University of Massachusetts Amherst,white,University of Michigan,Mathematics,treatment,2024-11-13 00:00:00,Spring
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Hacking,University of Massachusetts Amherst,white,University of Michigan,Mathematics,treatment,11/13/2024 0:00,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Hacking,University of Massachusetts Amherst,white,University of Michigan,Mathematics,treatment,11/13/2024 0:00,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Smith,ORG: Kaizen Technologies,white,University of North Carolina at Chapel Hill,Mathematics,treatment,11/13/2024 0:00,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Feehan,Rutgers University,white,University of Pennsylvania,Mathematics,control,11/7/2024 0:00,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paula Burkhardt-Guim,Stony Brook University,white,University of Tennessee,Mathematics,control,3/5/2025,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paula Burkhardt-Guim,Stony Brook University,white,University of Tennessee,Mathematics,control,3/5/2025,Spring
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Yumming Paul Zhang,Auburn University,asian,University of Texas at Austin,Mathematics,control,10/9/2024 0:00,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Anderson,University of Virginia,white,University of Virginia,Mathematics,control,10/16/2024 0:00,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Anderson,University of Virginia,white,University of Virginia,Mathematics,control,10/23/2024 0:00,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Anderson,University of Virginia,white,University of Virginia,Mathematics,control,11/6/2024 0:00,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Anderson,University of Virginia,white,University of Virginia,Mathematics,control,11/13/2024 0:00,Fall
Sean T. Paul,University of Wisconsin-Madison,Black,Woman,Associate Professor,Mathematics,"complex differential geometry, complex projective geometry",Match Detail,,Paul Terwilliger,University of Wisconsin-Madison,white,University of Wisconsin-Madison,Mathematics,control,9/21/2024 0:00,Fall
Hiram H. Lopez Valdez,Virginia Tech,Hispanic,Man,Assistant Professor,Mathematics,"commutative algebra, coding theory",Yes,1,,,,,,,,
Hiram H. Lopez Valdez,Virginia Tech,Hispanic,Man,Assistant Professor,Mathematics,"commutative algebra, coding theory",Match Detail,,Emil Valdez,University of Connecticut,latino,University of Connecticut,Mathematics,treatment,11/4/2024 0:00,Fall
Jose Ramon Madrid Padilla,Virginia Tech,Hispanic,Man,Assistant Professor,Mathematics,"classical harmonic analysis and its connections to number theory, combinatorics, probability, ergodic theory and pdes.",Yes,1,,,,,,,,
Jose Ramon Madrid Padilla,Virginia Tech,Hispanic,Man,Assistant Professor,Mathematics,"classical harmonic analysis and its connections to number theory, combinatorics, probability, ergodic theory and pdes.",Match Detail,,José Ramón Madrid Padilla,Virginia Polytechnic Institute and State University,latino,Brown University,Mathematics,control,2025-04-21,Fall
Tamunonye Cheetham-West,Yale University,Black,Man,Gibbs Assistant Professor,Mathematics,low-dimensional geometry and topology,Yes,5,,,,,,,,
Tamunonye Cheetham-West,Yale University,Black,Man,Gibbs Assistant Professor,Mathematics,low-dimensional geometry and topology,Match Detail,,Tam Cheetham-West,Yale University,black,Boston College,Mathematics,control,10/16/2024,Fall
Tamunonye Cheetham-West,Yale University,Black,Man,Gibbs Assistant Professor,Mathematics,low-dimensional geometry and topology,Match Detail,,Tam Cheetham-West,Yale University,black,Brandeis University,Mathematics,treatment,4/3/2025,Fall
Tamunonye Cheetham-West,Yale University,Black,Man,Gibbs Assistant Professor,Mathematics,low-dimensional geometry and topology,Match Detail,,Tam Cheetham-West,Yale University,black,Princeton University,Mathematics,control,9/21/2024,Fall
Tamunonye Cheetham-West,Yale University,Black,Man,Gibbs Assistant Professor,Mathematics,low-dimensional geometry and topology,Match Detail,,Tamunonye Cheetham-West,Yale University,black,Rice University,Mathematics,treatment,2/24/2025,Fall
Tamunonye Cheetham-West,Yale University,Black,Man,Gibbs Assistant Professor,Mathematics,low-dimensional geometry and topology,Match Detail,,Tamunonye Cheetham-West,Yale University,black,Yale University,Mathematics,control,10/8/2024,Fall
Andrea Richa,Arizona State University,Hispanic,Woman,President's Professor,Computer Science,"self-organizing particle systems, programmable matter, active matter, bio-inspired algorithms; distributed computing and algorithms; theory of wireless communication; graph, randomized, and approximation algorithms; self-stabilizing overlay networks; combinatorial optimization; distributed resource allocation",Yes,3,,,,,,,,
Andrea Richa,Arizona State University,Hispanic,Woman,President's Professor,Computer Science,"self-organizing particle systems, programmable matter, active matter, bio-inspired algorithms; distributed computing and algorithms; theory of wireless communication; graph, randomized, and approximation algorithms; self-stabilizing overlay networks; combinatorial optimization; distributed resource allocation",Match Detail,,D. Richard Kuhn,ORG: National Institute of Standards and Technology,white,Purdue University,Computer Science,treatment,1/29/2025,Fall
Andrea Richa,Arizona State University,Hispanic,Woman,President's Professor,Computer Science,"self-organizing particle systems, programmable matter, active matter, bio-inspired algorithms; distributed computing and algorithms; theory of wireless communication; graph, randomized, and approximation algorithms; self-stabilizing overlay networks; combinatorial optimization; distributed resource allocation",Match Detail,,Richard Tapia,Rice University,latino,Rice University,Computer Science,control,9/3/2024 0:00,Fall
Andrea Richa,Arizona State University,Hispanic,Woman,President's Professor,Computer Science,"self-organizing particle systems, programmable matter, active matter, bio-inspired algorithms; distributed computing and algorithms; theory of wireless communication; graph, randomized, and approximation algorithms; self-stabilizing overlay networks; combinatorial optimization; distributed resource allocation",Match Detail,,Richard Murray,California Institute of Technology,white,"University of California, Berkeley",Computer Science,control,9/18/2024 0:00,Fall
Cheryl Seals,Auburn University,Black,Woman,Charles W. Barkley Professor,Computer Science,human computer interaction and developing applications to improve the usability of products for many different populations.,No,0,,,,,,,,
Gerry Dozier,Auburn University,Black,Man,Charles D. Mccrary Eminent Chair Professor,Computer Science,"artificial intelligence, computational intelligence, cyber security, identity science, cyber identity protection and privacy",No,0,,,,,,,,
Jakita O. Thomas,Auburn University,Black,Woman,Philpott-Westpoint Stevens Associate Professor,Computer Science,"development of computational algorithmic thinking, complex cognitive skill development, access to healthcare information and services for under-served populations, intersectionality in computing,computer-supported collaborative learning",Yes,10,,,,,,,,
Jakita O. Thomas,Auburn University,Black,Woman,Philpott-Westpoint Stevens Associate Professor,Computer Science,"development of computational algorithmic thinking, complex cognitive skill development, access to healthcare information and services for under-served populations, intersectionality in computing,computer-supported collaborative learning",Match Detail,,Thomas Neumann,Technical University of Munich,white,Carnegie Mellon University,Computer Science,control,2/17/2025,Fall
Jakita O. Thomas,Auburn University,Black,Woman,Philpott-Westpoint Stevens Associate Professor,Computer Science,"development of computational algorithmic thinking, complex cognitive skill development, access to healthcare information and services for under-served populations, intersectionality in computing,computer-supported collaborative learning",Match Detail,,Thomas Zimmermann,ORG: Microsoft,white,Colorado State University,Computer Science,control,10/14/2024 0:00,Fall
Jakita O. Thomas,Auburn University,Black,Woman,Philpott-Westpoint Stevens Associate Professor,Computer Science,"development of computational algorithmic thinking, complex cognitive skill development, access to healthcare information and services for under-served populations, intersectionality in computing,computer-supported collaborative learning",Match Detail,,Thomas Burns,Brown University,white,Michigan State University,Computer Science,control,3/8/2025,Spring
Jakita O. Thomas,Auburn University,Black,Woman,Philpott-Westpoint Stevens Associate Professor,Computer Science,"development of computational algorithmic thinking, complex cognitive skill development, access to healthcare information and services for under-served populations, intersectionality in computing,computer-supported collaborative learning",Match Detail,,Thomas Strohmer,"University of California, Davis",white,Michigan State University,Computer Science,control,10/30/2024 0:00,Fall
Jakita O. Thomas,Auburn University,Black,Woman,Philpott-Westpoint Stevens Associate Professor,Computer Science,"development of computational algorithmic thinking, complex cognitive skill development, access to healthcare information and services for under-served populations, intersectionality in computing,computer-supported collaborative learning",Match Detail,,Thomas Cao,Tufts University,asian,Tufts University,Computer Science,control,11/20/2024 0:00,Fall
Jakita O. Thomas,Auburn University,Black,Woman,Philpott-Westpoint Stevens Associate Professor,Computer Science,"development of computational algorithmic thinking, complex cognitive skill development, access to healthcare information and services for under-served populations, intersectionality in computing,computer-supported collaborative learning",Match Detail,,E. Thomas Pashuck,Lehigh University,white,University at Buffalo,Computer Science,control,11/1/2024 0:00,Fall
Jakita O. Thomas,Auburn University,Black,Woman,Philpott-Westpoint Stevens Associate Professor,Computer Science,"development of computational algorithmic thinking, complex cognitive skill development, access to healthcare information and services for under-served populations, intersectionality in computing,computer-supported collaborative learning",Match Detail,,Thomas Kleine,Alan Turing Institute,,University of Chicago,Computer Science,treatment,12/5/2024 0:00,Fall
Jakita O. Thomas,Auburn University,Black,Woman,Philpott-Westpoint Stevens Associate Professor,Computer Science,"development of computational algorithmic thinking, complex cognitive skill development, access to healthcare information and services for under-served populations, intersectionality in computing,computer-supported collaborative learning",Match Detail,,Thomas Ristenpart,Cornell University,white,University of Michigan,Computer Science,treatment,2025-01-15,Fall
Jakita O. Thomas,Auburn University,Black,Woman,Philpott-Westpoint Stevens Associate Professor,Computer Science,"development of computational algorithmic thinking, complex cognitive skill development, access to healthcare information and services for under-served populations, intersectionality in computing,computer-supported collaborative learning",Match Detail,,Chris Thomas,Virginia Polytechnic Institute and State University,white,University of Pittsburgh,Computer Science,treatment,4/11/2025,Fall
Jakita O. Thomas,Auburn University,Black,Woman,Philpott-Westpoint Stevens Associate Professor,Computer Science,"development of computational algorithmic thinking, complex cognitive skill development, access to healthcare information and services for under-served populations, intersectionality in computing,computer-supported collaborative learning",Match Detail,,Thomas Gilray,Washington State University,white,Washington State University,Computer Science,treatment,10/1/2024 0:00,Fall
Mario Garciasanz,Case Western Reserve University,Hispanic,Man,Professor,Computer Science,"control systems, energy, environmental, and industrial applications",No,0,,,,,,,,
Carlos Toxtli-Hernandez,Clemson University,Hispanic,Man,Assistant Professor,Computer Science,"software engineering, human factors for software engineering",No,0,,,,,,,,
Gabe Fierro,Colorado School of Mines,Hispanic,Man,Assistant Professor,Computer Science,"cyber-physical systems, iot",No,0,,,,,,,,
Francisco Ortega,Colorado State University,Hispanic,Man,Assistant Professor,Computer Science,"user interaction, computer science",No,0,,,,,,,,
Brian A. Smith,Columbia University,Black,Man,Assistant Professor,Computer Science,"human-centered ai, accessibility",Yes,11,,,,,,,,
Brian A. Smith,Columbia University,Black,Man,Assistant Professor,Computer Science,"human-centered ai, accessibility",Match Detail,,Virginia Smith,Carnegie Mellon University,white,Carnegie Mellon University,Computer Science,control,10/29/2024 0:00,Fall
Brian A. Smith,Columbia University,Black,Man,Assistant Professor,Computer Science,"human-centered ai, accessibility",Match Detail,,Sean Smith,ORG: GlareDB,white,Carnegie Mellon University,Computer Science,control,11/18/2024 0:00,Fall
Brian A. Smith,Columbia University,Black,Man,Assistant Professor,Computer Science,"human-centered ai, accessibility",Match Detail,,Noah Smith,University of Washington,white,University of Minnesota,Computer Science,control,12/2/2024 0:00,Fall
Brian A. Smith,Columbia University,Black,Man,Assistant Professor,Computer Science,"human-centered ai, accessibility",Match Detail,,Susmitha Boyidapu,INVALID,,University of South Florida,Computer Science,control,10/10/2024 0:00,Fall
Brian A. Smith,Columbia University,Black,Man,Assistant Professor,Computer Science,"human-centered ai, accessibility",Match Detail,,David Smith,University of Illinois Urbana-Champaign,white,University of Washington,Computer Science,treatment,2/18/2025,Fall
Brian A. Smith,Columbia University,Black,Man,Assistant Professor,Computer Science,"human-centered ai, accessibility",Match Detail,,David Smith,University of Illinois Urbana-Champaign,white,University of Washington,Computer Science,treatment,2/18/2025,Fall
Brian A. Smith,Columbia University,Black,Man,Assistant Professor,Computer Science,"human-centered ai, accessibility",Match Detail,,David Smith,University of Illinois Urbana-Champaign,white,Virginia Tech,Computer Science,control,1/29/2025,Fall
Brian A. Smith,Columbia University,Black,Man,Assistant Professor,Computer Science,"human-centered ai, accessibility",Match Detail,,David Smith,University of Illinois Urbana-Champaign,white,Virginia Tech,Computer Science,control,1/29/2025,Fall
Brian A. Smith,Columbia University,Black,Man,Assistant Professor,Computer Science,"human-centered ai, accessibility",Match Detail,,David Smith,University of Illinois at Urbana-Champaign,white,Virginia Tech,Computer Science,control,1/29/2025,Fall
Brian A. Smith,Columbia University,Black,Man,Assistant Professor,Computer Science,"human-centered ai, accessibility",Match Detail,,David Smith,University of Illinois at Urbana-Champaign,white,Virginia Tech,Computer Science,control,1/29/2025,Fall
Brian A. Smith,Columbia University,Black,Man,Assistant Professor,Computer Science,"human-centered ai, accessibility",Match Detail,,Jess Smith,ORG: Pacific Northwest National Laboratory,,Washington State University,Computer Science,treatment,10/22/2024 0:00,Fall
Owolabi Legunsen,Cornell University,Black,Man,Assistant Professor,Computer Science,"software engineering, testing",No,0,,,,,,,,
Temiloluwa O. Prioleau,Dartmouth College,Black,Woman,Assistant Professor,Computer Science,"health data science, wearable computing",No,0,,,,,,,,
Santiago Ontanon,Drexel University,Hispanic,Man,Associate Professor,Computer Science,"artificial intelligence, machine learning",No,0,,,,,,,,
